PFid	pfam_name	Aaoar1	Aciri1_meta	Altal1	Altbr1	Amnli1	Aplpr1	Aspnid1	Aulhe2	Aurpu_var_mel1	Aurpu_var_nam1	Aurpu_var_pul1	Aurpu_var_sub1	Bauco1	Bimnz1	Botci1	Botdo1_1	Bysci1	Cenge3	Cerzm1	Clael1	Clafu1	Cocca1	CocheC5_3	Cocim1	Coclu2	Cocmi1	Cocsa1	Cocvi1	Corca1	Cucbe1	Decga1	Delco1	Didex1	Disac1	Dotse1	Dotsy1	Erebi1	Fusgr1	Glost2	Hyspu1_1	Karrh1	Lenfl1	Lepmu1	Leppa1	Linin1	Lizem1	Lopma1	Lopmy1	Macan1	Macph1	Maseb1	Melpu1	Micmi1	Mycfi2	Mycgr3	Myrdu1	Mytre1	Neopa1	Neucr2	Ophdi1	Parsp1	Patat1	Photr1	Phycit1	Pieho1_1	Plesi1	Polci1	Polfu1	Psehy1	Pyrco1	Pyrsp1	Pyrtr1	Pyrtt1	Rhili1	Rhyru1_1	Sacpr1	Sclsc1	Sepmu1	Seppo1	Setho1	Settu1	Spofi1	Stano2	Stasp1	Ternu1	Totfu1	Trepe1	Tribi1	Tryvi1	Tubme1	Venin1	Venpi1	Veren1	Wesor1	Zasce1	Zoprh1	Zymar1	Zymps1
PF08490.7	DUF1744	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1
PF08491.5	SE	3	4	3	2	1	1	3	2	2	3	1	2	3	1	3	3	2	4	4	4	3	2	1	1	3	1	2	2	2	5	3	1	5	3	2	3	1	4	5	4	2	2	2	3	2	3	4	2	4	3	4	4	3	2	3	2	1	0	3	6	2	3	3	1	1	4	2	1	1	3	4	2	3	2	1	1	5	3	3	4	2	1	5	5	2	2	3	2	2	1	2	3	1	1	4	4	2	2
PF08492.7	SRP72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08493.5	AflR	3	0	2	0	3	0	4	0	1	0	0	0	0	3	0	1	3	2	5	2	4	4	4	1	2	4	5	3	4	2	2	3	2	1	3	2	1	0	1	5	3	5	2	4	6	2	3	3	2	2	2	7	0	1	0	0	3	0	0	2	3	1	3	0	0	3	3	2	1	0	3	1	1	0	3	0	0	1	0	2	4	1	3	3	1	2	4	0	7	0	0	0	3	2	4	3	0	0
PF08498.5	Sterol_MT_C	2	1	2	1	1	2	1	1	2	2	2	3	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	2	3	1	1	2	1	3	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	3	1	2	2	2	2
PF08501.6	Shikimate_dh_N	3	3	4	4	3	2	3	4	2	6	5	6	3	4	2	8	3	2	3	3	3	4	4	2	4	4	4	6	3	5	4	3	3	1	3	5	3	7	4	3	3	3	2	4	3	3	3	4	3	5	3	3	3	3	3	6	4	2	4	4	3	1	4	3	3	3	3	3	2	5	5	4	4	3	3	3	3	3	2	4	4	2	5	8	3	3	3	1	3	1	3	3	3	2	7	3	5	4
PF08502.5	LeuA_dimer	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
PF08506.5	Cse1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
PF08507.5	COPI_assoc	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08508.5	DUF1746	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08509.6	Ad_cyc_g-alpha	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	2	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
PF08510.7	PIG-P	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08511.6	COQ9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
PF08512.7	Rtt106	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3
PF08513.6	LisH	3	3	3	1	3	2	2	2	3	3	3	3	3	2	1	3	3	2	3	3	1	3	3	3	3	3	3	3	3	3	2	3	5	3	3	2	2	3	2	2	4	3	2	3	4	3	2	3	5	4	4	3	1	3	3	3	4	1	4	3	2	2	3	5	3	3	4	3	4	4	3	2	3	3	1	2	2	3	3	1	3	2	1	3	4	2	3	2	2	2	3	3	3	2	2	3	3	3
PF08514.6	STAG	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08518.6	GIT_SHD	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1
PF08519.7	RFC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08520.5	DUF1748	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
PF08523.5	MBF1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08524.6	rRNA_processing	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
PF08528.6	Whi5	2	3	2	2	2	2	0	1	3	3	3	2	2	2	3	2	3	3	3	2	3	2	2	0	2	2	2	2	2	2	2	3	3	3	2	2	1	3	3	3	2	2	2	2	2	3	3	2	3	2	2	2	2	2	2	2	3	1	5	2	2	2	2	2	2	2	2	2	2	2	2	1	2	3	3	2	2	3	3	2	2	2	2	2	2	2	3	2	1	1	2	2	2	3	2	3	3	3
PF08530.5	PepX_C	8	3	6	0	2	1	3	1	3	5	5	9	6	3	2	10	3	1	2	2	2	3	8	0	9	3	3	5	7	0	1	0	2	1	2	3	3	4	3	3	2	4	0	0	0	1	9	2	2	6	0	3	1	0	2	3	3	7	2	3	3	0	4	4	0	0	0	2	0	0	8	5	3	2	0	0	1	1	2	5	6	0	6	5	3	4	3	0	1	0	0	1	1	0	9	7	2	2
PF08531.5	Bac_rhamnosid_N	6	2	2	0	0	0	6	0	3	4	3	3	1	2	2	2	5	0	0	0	1	0	0	0	1	0	1	0	5	0	0	0	1	0	0	1	0	3	1	0	2	1	0	0	0	1	1	0	5	3	2	1	0	2	1	0	0	2	0	2	1	0	1	0	0	1	0	1	1	0	7	2	0	1	0	1	0	1	0	2	1	0	2	0	0	0	1	0	0	1	0	0	0	0	2	2	0	1
PF08532.5	Glyco_hydro_42M	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
PF08534.5	Redoxin	6	7	7	8	8	7	6	6	7	7	7	7	8	7	8	7	8	5	9	7	7	6	8	3	6	7	7	6	7	8	7	6	12	7	9	7	6	6	7	6	8	9	7	7	6	8	8	10	10	4	8	7	8	6	7	6	9	7	5	8	11	7	6	8	4	5	8	6	7	7	7	8	8	8	7	6	6	9	8	8	6	6	9	8	8	6	9	6	6	6	6	6	10	6	10	7	7	7
PF08538.5	DUF1749	1	1	2	1	2	2	3	1	2	2	3	3	1	2	2	2	2	1	1	1	1	2	2	1	3	2	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	2	0	1	3	1	1	2	2	1	2	1	1	2	2	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1
PF08539.6	HbrB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
PF08540.5	HMG_CoA_synt_C	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1
PF08541.5	ACP_syn_III_C	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0
PF08542.6	Rep_fac_C	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
PF08543.7	Phos_pyr_kin	3	2	3	2	2	3	2	2	2	2	2	2	2	3	2	2	3	2	2	3	2	3	3	2	3	3	3	3	2	3	4	2	3	2	2	3	2	3	2	2	3	3	3	2	3	3	2	2	3	3	3	2	2	2	2	2	2	2	3	3	3	2	3	2	1	2	2	2	2	4	3	2	3	2	2	3	3	2	2	3	3	3	1	3	2	3	3	3	2	2	2	1	3	3	2	4	2	2
PF08544.8	GHMP_kinases_C	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	3	3	4	3	3	3	3	3	3	3	4	3	3	3	3	3	4	3	3	4	4	3	3	3	3	3	3	4	3	3	3	3	3	4	4	4	3	3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	4	3	3	4	4	3	3	3	3	3	3	3	3	3	3	3
PF08545.5	ACP_syn_III	2	1	2	2	1	1	2	1	0	1	1	2	2	0	1	0	0	1	3	1	4	2	1	1	2	1	2	2	2	2	2	0	2	2	3	2	1	1	2	0	0	2	2	2	2	1	2	1	1	0	2	2	0	2	1	0	2	0	1	2	0	0	3	0	1	2	0	3	1	0	2	2	2	1	0	0	1	1	1	2	1	2	2	2	0	0	2	1	1	0	1	1	1	2	2	2	1	1
PF08546.6	ApbA_C	9	6	6	7	5	8	5	5	8	7	6	7	6	5	5	6	5	5	8	6	8	6	5	2	6	5	5	5	6	5	5	5	6	4	8	5	3	6	6	5	4	5	6	4	7	5	7	5	5	5	5	6	6	11	4	4	5	7	8	6	5	5	6	6	3	6	5	5	3	3	7	5	5	6	7	5	6	5	5	5	6	6	6	6	5	3	5	3	4	2	5	5	6	4	10	6	5	4
PF08547.7	CIA30	2	2	2	2	2	2	3	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2
PF08549.5	SWI-SNF_Ssr4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08550.5	DUF1752	3	3	3	2	3	2	2	3	3	3	3	3	3	2	4	4	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	4	3	3	2	3	3	3	3	3	4	3	3	3	2	3	1	3	3	3	3	3	4	3	3	3	3	3	5	3	2	3	3	3	3	3	3	3	3	3	3	4	2	2	3	3	3	4	3	3
PF08551.5	DUF1751	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2
PF08552.6	Kei1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08553.5	VID27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08555.5	DUF1754	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1
PF08557.5	Lipid_DES	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08558.5	TRF	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1
PF08559.5	Cut8_C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08560.5	DUF1757	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
PF08561.5	Ribosomal_L37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08564.5	CDC37_C	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08565.6	CDC37_M	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08566.5	Pam17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08567.6	TFIIH_BTF_p62_N	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08568.5	Kinetochor_Ybp2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08569.6	Mo25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08570.5	DUF1761	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08571.5	Yos1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
PF08572.5	PRP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08573.5	SAE2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08574.5	DUF1762	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08577.6	PI31_Prot_C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08578.5	DUF1765	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08579.6	RPM2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08580.5	KAR9	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF08581.5	Tup_N	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
